id,tma_mdpl
2026-03-11 18:00:00 - Bengkelolor,11.01
2026-03-12 06:00:00 - Bengkelolor,10.51
2026-03-12 12:00:00 - Bengkelolor,10.41
2026-03-12 18:00:00 - Bengkelolor,10.31
2026-03-13 06:00:00 - Bengkelolor,10.21
2026-03-13 12:00:00 - Bengkelolor,10.11
2026-03-13 18:00:00 - Bengkelolor,10.01
2026-03-14 06:00:00 - Bengkelolor,10.11
2026-03-14 12:00:00 - Bengkelolor,10.01
2026-03-14 18:00:00 - Bengkelolor,10.01
2026-03-15 06:00:00 - Bengkelolor,10.01
2026-03-15 12:00:00 - Bengkelolor,10.01
2026-03-15 18:00:00 - Bengkelolor,10.01
2026-03-16 06:00:00 - Bengkelolor,10.01
2026-03-16 12:00:00 - Bengkelolor,10.01
2026-03-16 18:00:00 - Bengkelolor,10.01
2026-03-17 06:00:00 - Bengkelolor,10.61
2026-03-17 12:00:00 - Bengkelolor,10.81
2026-03-17 18:00:00 - Bengkelolor,10.91
2026-03-18 06:00:00 - Bengkelolor,10.61
2026-03-18 12:00:00 - Bengkelolor,10.81
2026-03-18 18:00:00 - Bengkelolor,10.81
2026-03-19 06:00:00 - Bengkelolor,10.61
2026-03-19 12:00:00 - Bengkelolor,10.51
2026-03-19 18:00:00 - Bengkelolor,10.41
2026-03-20 06:00:00 - Bengkelolor,10.51
2026-03-20 12:00:00 - Bengkelolor,10.31
2026-03-20 18:00:00 - Bengkelolor,10.51
2026-03-21 06:00:00 - Bengkelolor,12.51
2026-03-21 12:00:00 - Bengkelolor,12.21
2026-03-21 18:00:00 - Bengkelolor,11.51
2026-03-22 06:00:00 - Bengkelolor,11.21
2026-03-22 12:00:00 - Bengkelolor,11.21
2026-03-22 18:00:00 - Bengkelolor,11.21
2026-03-23 06:00:00 - Bengkelolor,10.71
2026-03-23 12:00:00 - Bengkelolor,10.51
2026-03-23 18:00:00 - Bengkelolor,10.41
2026-03-24 06:00:00 - Bengkelolor,10.41
2026-03-24 12:00:00 - Bengkelolor,10.41
2026-03-24 18:00:00 - Bengkelolor,10.91
2026-03-25 06:00:00 - Bengkelolor,12.11
2026-03-25 12:00:00 - Bengkelolor,12.41
2026-03-25 18:00:00 - Bengkelolor,11.91
2026-03-26 06:00:00 - Bengkelolor,10.81
2026-03-26 12:00:00 - Bengkelolor,10.81
2026-03-26 18:00:00 - Bengkelolor,10.61
2026-03-27 06:00:00 - Bengkelolor,10.41
2026-03-27 12:00:00 - Bengkelolor,11.41
2026-03-27 18:00:00 - Bengkelolor,11.41
2026-03-28 06:00:00 - Bengkelolor,10.71
2026-03-28 12:00:00 - Bengkelolor,10.51
2026-03-28 18:00:00 - Bengkelolor,10.41
2026-03-29 06:00:00 - Bengkelolor,12.01
2026-03-29 12:00:00 - Bengkelolor,11.81
2026-03-29 18:00:00 - Bengkelolor,11.41
2026-03-30 06:00:00 - Bengkelolor,12.21
2026-03-30 12:00:00 - Bengkelolor,11.61
2026-03-30 18:00:00 - Bengkelolor,11.41
2026-03-31 06:00:00 - Bengkelolor,10.61
2026-03-31 12:00:00 - Bengkelolor,10.51
2026-03-31 18:00:00 - Bengkelolor,10.51
2026-04-01 06:00:00 - Bengkelolor,10.71
2026-04-01 12:00:00 - Bengkelolor,10.71
2026-04-01 18:00:00 - Bengkelolor,10.71
2026-04-02 06:00:00 - Bengkelolor,10.41
2026-04-02 12:00:00 - Bengkelolor,10.41
2026-04-02 18:00:00 - Bengkelolor,10.21
2026-04-03 06:00:00 - Bengkelolor,10.91
2026-04-03 12:00:00 - Bengkelolor,10.61
2026-04-03 18:00:00 - Bengkelolor,10.61
2026-04-04 06:00:00 - Bengkelolor,10.51
2026-04-04 12:00:00 - Bengkelolor,10.51
2026-04-04 18:00:00 - Bengkelolor,10.51
2026-04-05 06:00:00 - Bengkelolor,10.01
2026-04-05 12:00:00 - Bengkelolor,10.01
2026-04-05 18:00:00 - Bengkelolor,10.01
2026-04-06 06:00:00 - Bengkelolor,9.91
2026-04-06 12:00:00 - Bengkelolor,9.81
2026-04-06 18:00:00 - Bengkelolor,9.81
2026-04-07 06:00:00 - Bengkelolor,9.81
2026-04-07 12:00:00 - Bengkelolor,9.81
2026-04-07 18:00:00 - Bengkelolor,9.81
2026-04-08 06:00:00 - Bengkelolor,10.91
2026-04-08 12:00:00 - Bengkelolor,10.61
2026-04-08 18:00:00 - Bengkelolor,11.21
2026-04-09 06:00:00 - Bengkelolor,11.31
2026-04-09 12:00:00 - Bengkelolor,11.21
2026-04-09 18:00:00 - Bengkelolor,10.91
2026-04-10 06:00:00 - Bengkelolor,10.71
2026-04-10 12:00:00 - Bengkelolor,12.11
2026-04-10 18:00:00 - Bengkelolor,12.31
2026-04-11 06:00:00 - Bengkelolor,11.11
2026-04-11 12:00:00 - Bengkelolor,10.71
2026-04-11 18:00:00 - Bengkelolor,10.71
2026-04-12 06:00:00 - Bengkelolor,10.81
2026-04-12 12:00:00 - Bengkelolor,11.91
2026-04-12 18:00:00 - Bengkelolor,12.01
2026-04-13 06:00:00 - Bengkelolor,11.81
2026-04-13 12:00:00 - Bengkelolor,12.41
2026-04-13 18:00:00 - Bengkelolor,12.41
2026-04-14 06:00:00 - Bengkelolor,11.01
2026-04-14 12:00:00 - Bengkelolor,10.71
2026-04-14 18:00:00 - Bengkelolor,10.61
2026-04-15 06:00:00 - Bengkelolor,10.31
2026-04-15 12:00:00 - Bengkelolor,10.21
2026-04-15 18:00:00 - Bengkelolor,10.21
2026-04-16 06:00:00 - Bengkelolor,10.41
2026-04-16 12:00:00 - Bengkelolor,10.21
2026-04-16 18:00:00 - Bengkelolor,10.11
2026-04-17 06:00:00 - Bengkelolor,10.01
2026-04-17 12:00:00 - Bengkelolor,10.11
2026-04-17 18:00:00 - Bengkelolor,10.11
2026-04-18 06:00:00 - Bengkelolor,9.81
2026-04-18 12:00:00 - Bengkelolor,9.81
2026-04-18 18:00:00 - Bengkelolor,10.11
2026-04-19 06:00:00 - Bengkelolor,10.21
2026-04-19 12:00:00 - Bengkelolor,10.61
2026-04-19 18:00:00 - Bengkelolor,10.61
2026-04-20 06:00:00 - Bengkelolor,10.21
2026-04-20 12:00:00 - Bengkelolor,10.21
2026-04-20 18:00:00 - Bengkelolor,10.01
2026-04-21 06:00:00 - Bengkelolor,9.91
2026-04-21 12:00:00 - Bengkelolor,9.71
2026-04-21 18:00:00 - Bengkelolor,9.71
2026-04-22 06:00:00 - Bengkelolor,11.51
2026-04-22 12:00:00 - Bengkelolor,11.21
2026-04-22 18:00:00 - Bengkelolor,12.21
2026-04-23 06:00:00 - Bengkelolor,12.21
2026-04-23 12:00:00 - Bengkelolor,12.21
2026-04-23 18:00:00 - Bengkelolor,11.71
2026-04-24 06:00:00 - Bengkelolor,10.81
2026-04-24 12:00:00 - Bengkelolor,10.61
2026-04-24 18:00:00 - Bengkelolor,10.41
2026-04-25 06:00:00 - Bengkelolor,10.91
2026-04-25 12:00:00 - Bengkelolor,10.51
2026-04-25 18:00:00 - Bengkelolor,10.31
2026-04-26 06:00:00 - Bengkelolor,10.01
2026-04-26 12:00:00 - Bengkelolor,10.01
2026-04-26 18:00:00 - Bengkelolor,10.01
2026-04-27 06:00:00 - Bengkelolor,10.11
2026-04-27 12:00:00 - Bengkelolor,10.61
2026-04-27 18:00:00 - Bengkelolor,11.11
2026-04-28 06:00:00 - Bengkelolor,10.51
2026-04-28 12:00:00 - Bengkelolor,10.31
2026-04-28 18:00:00 - Bengkelolor,10.21
2026-04-29 06:00:00 - Bengkelolor,10.61
2026-04-29 12:00:00 - Bengkelolor,10.71
2026-04-29 18:00:00 - Bengkelolor,10.61
2026-04-30 06:00:00 - Bengkelolor,10.61
2026-04-30 12:00:00 - Bengkelolor,10.61
2026-04-30 18:00:00 - Bengkelolor,10.61
2026-05-01 06:00:00 - Bengkelolor,10.31
2026-05-01 12:00:00 - Bengkelolor,11.71
2026-05-01 18:00:00 - Bengkelolor,11.81
2026-05-02 06:00:00 - Bengkelolor,11.21
2026-05-02 12:00:00 - Bengkelolor,10.81
2026-05-02 18:00:00 - Bengkelolor,10.61
2026-05-03 06:00:00 - Bengkelolor,10.31
2026-05-03 12:00:00 - Bengkelolor,10.21
2026-05-03 18:00:00 - Bengkelolor,10.21
2026-05-04 06:00:00 - Bengkelolor,10.01
2026-05-04 12:00:00 - Bengkelolor,10.01
2026-05-04 18:00:00 - Bengkelolor,10.01
2026-05-05 06:00:00 - Bengkelolor,10.01
2026-05-05 12:00:00 - Bengkelolor,10.01
2026-05-05 18:00:00 - Bengkelolor,10.01
2026-05-06 06:00:00 - Bengkelolor,10.01
2026-05-06 12:00:00 - Bengkelolor,10.01
2026-05-06 18:00:00 - Bengkelolor,9.91
2026-05-07 06:00:00 - Bengkelolor,9.81
2026-05-07 12:00:00 - Bengkelolor,9.71
2026-05-07 18:00:00 - Bengkelolor,9.71
2026-05-08 06:00:00 - Bengkelolor,9.71
2026-05-08 12:00:00 - Bengkelolor,9.71
2026-05-08 18:00:00 - Bengkelolor,9.71
2026-05-09 06:00:00 - Bengkelolor,9.61
2026-05-09 12:00:00 - Bengkelolor,9.51
2026-05-09 18:00:00 - Bengkelolor,9.41
2026-05-10 06:00:00 - Bengkelolor,9.71
2026-05-10 12:00:00 - Bengkelolor,10.71
2026-05-10 18:00:00 - Bengkelolor,12.71
2026-05-11 06:00:00 - Bengkelolor,12.71
2026-05-11 12:00:00 - Bengkelolor,11.91
2026-05-11 18:00:00 - Bengkelolor,10.71
2026-05-12 06:00:00 - Bengkelolor,10.41
2026-05-12 12:00:00 - Bengkelolor,10.01
2026-05-12 18:00:00 - Bengkelolor,10.01
2026-05-13 06:00:00 - Bengkelolor,9.81
2026-05-13 12:00:00 - Bengkelolor,9.71
2026-05-13 18:00:00 - Bengkelolor,9.71
2026-05-14 06:00:00 - Bengkelolor,9.71
2026-05-14 12:00:00 - Bengkelolor,9.61
2026-05-14 18:00:00 - Bengkelolor,9.61
2026-05-15 06:00:00 - Bengkelolor,9.61
2026-05-15 12:00:00 - Bengkelolor,9.51
2026-05-15 18:00:00 - Bengkelolor,10.41
2026-05-16 06:00:00 - Bengkelolor,10.41
2026-05-16 12:00:00 - Bengkelolor,10.41
2026-05-16 18:00:00 - Bengkelolor,10.21
2026-05-17 06:00:00 - Bengkelolor,12.11
2026-05-17 12:00:00 - Bengkelolor,12.01
2026-05-17 18:00:00 - Bengkelolor,11.41
2026-05-18 06:00:00 - Bengkelolor,10.81
2026-05-18 12:00:00 - Bengkelolor,10.41
2026-05-18 18:00:00 - Bengkelolor,10.21
2025-09-19 06:00:00 - Boboh Kali Lamong,3.7
2025-09-19 12:00:00 - Boboh Kali Lamong,3.6
2025-09-19 18:00:00 - Boboh Kali Lamong,3.8
2025-09-20 06:00:00 - Boboh Kali Lamong,4.0
2025-09-20 12:00:00 - Boboh Kali Lamong,4.0
2025-09-20 18:00:00 - Boboh Kali Lamong,4.0
2025-09-21 06:00:00 - Boboh Kali Lamong,3.95
2025-09-21 12:00:00 - Boboh Kali Lamong,3.95
2025-09-21 18:00:00 - Boboh Kali Lamong,4.0
2025-09-22 06:00:00 - Boboh Kali Lamong,3.9
2025-09-22 12:00:00 - Boboh Kali Lamong,3.6
2025-09-22 18:00:00 - Boboh Kali Lamong,3.6
2025-09-23 06:00:00 - Boboh Kali Lamong,4.1
2025-09-23 12:00:00 - Boboh Kali Lamong,4.2
2025-09-23 18:00:00 - Boboh Kali Lamong,4.2
2025-09-24 06:00:00 - Boboh Kali Lamong,3.4
2025-09-24 12:00:00 - Boboh Kali Lamong,3.1
2025-09-24 18:00:00 - Boboh Kali Lamong,3.0
2025-09-25 06:00:00 - Boboh Kali Lamong,3.0
2025-09-25 12:00:00 - Boboh Kali Lamong,3.0
2025-09-25 18:00:00 - Boboh Kali Lamong,3.0
2025-09-26 06:00:00 - Boboh Kali Lamong,3.0
2025-09-26 12:00:00 - Boboh Kali Lamong,3.0
2025-09-26 18:00:00 - Boboh Kali Lamong,3.05
2025-09-27 06:00:00 - Boboh Kali Lamong,3.0
2025-09-27 12:00:00 - Boboh Kali Lamong,3.05
2025-09-27 18:00:00 - Boboh Kali Lamong,3.0
2025-09-28 06:00:00 - Boboh Kali Lamong,3.0
2025-09-28 12:00:00 - Boboh Kali Lamong,2.95
2025-09-28 18:00:00 - Boboh Kali Lamong,2.95
2025-09-29 06:00:00 - Boboh Kali Lamong,2.95
2025-09-29 12:00:00 - Boboh Kali Lamong,3.0
2025-09-29 18:00:00 - Boboh Kali Lamong,3.0
2025-09-30 06:00:00 - Boboh Kali Lamong,3.0
2025-09-30 12:00:00 - Boboh Kali Lamong,3.0
2025-09-30 18:00:00 - Boboh Kali Lamong,3.0
2025-10-01 06:00:00 - Boboh Kali Lamong,2.95
2025-10-01 12:00:00 - Boboh Kali Lamong,2.95
2025-10-01 18:00:00 - Boboh Kali Lamong,3.0
2025-10-02 06:00:00 - Boboh Kali Lamong,3.1
2025-10-02 12:00:00 - Boboh Kali Lamong,3.1
2025-10-02 18:00:00 - Boboh Kali Lamong,3.1
2025-10-03 06:00:00 - Boboh Kali Lamong,3.0
2025-10-03 12:00:00 - Boboh Kali Lamong,3.0
2025-10-03 18:00:00 - Boboh Kali Lamong,3.0
2025-10-04 06:00:00 - Boboh Kali Lamong,2.95
2025-10-04 12:00:00 - Boboh Kali Lamong,3.05
2025-10-04 18:00:00 - Boboh Kali Lamong,3.0
2025-10-05 06:00:00 - Boboh Kali Lamong,3.0
2025-10-05 12:00:00 - Boboh Kali Lamong,3.05
2025-10-05 18:00:00 - Boboh Kali Lamong,3.0
2025-10-06 06:00:00 - Boboh Kali Lamong,3.0
2025-10-06 12:00:00 - Boboh Kali Lamong,3.0
2025-10-06 18:00:00 - Boboh Kali Lamong,3.0
2025-10-07 06:00:00 - Boboh Kali Lamong,3.05
2025-10-07 12:00:00 - Boboh Kali Lamong,3.0
2025-10-07 18:00:00 - Boboh Kali Lamong,3.0
2025-10-08 06:00:00 - Boboh Kali Lamong,3.0
2025-10-08 12:00:00 - Boboh Kali Lamong,3.0
2025-10-08 18:00:00 - Boboh Kali Lamong,3.0
2025-10-09 06:00:00 - Boboh Kali Lamong,3.05
2025-10-09 12:00:00 - Boboh Kali Lamong,3.05
2025-10-09 18:00:00 - Boboh Kali Lamong,3.0
2025-10-10 06:00:00 - Boboh Kali Lamong,3.05
2025-10-10 12:00:00 - Boboh Kali Lamong,3.0
2025-10-10 18:00:00 - Boboh Kali Lamong,3.0
2025-10-11 06:00:00 - Boboh Kali Lamong,3.0
2025-10-11 12:00:00 - Boboh Kali Lamong,3.0
2025-10-11 18:00:00 - Boboh Kali Lamong,3.0
2025-10-12 06:00:00 - Boboh Kali Lamong,3.1
2025-10-12 12:00:00 - Boboh Kali Lamong,3.0
2025-10-12 18:00:00 - Boboh Kali Lamong,3.0
2025-10-13 06:00:00 - Boboh Kali Lamong,3.05
2025-10-13 12:00:00 - Boboh Kali Lamong,3.0
2025-10-13 18:00:00 - Boboh Kali Lamong,3.0
2025-10-14 06:00:00 - Boboh Kali Lamong,3.1
2025-10-14 12:00:00 - Boboh Kali Lamong,3.0
2025-10-14 18:00:00 - Boboh Kali Lamong,3.0
2025-10-15 06:00:00 - Boboh Kali Lamong,3.1
2025-10-15 12:00:00 - Boboh Kali Lamong,3.05
2025-10-15 18:00:00 - Boboh Kali Lamong,3.0
2025-10-16 06:00:00 - Boboh Kali Lamong,3.0
2025-10-16 12:00:00 - Boboh Kali Lamong,3.0
2025-10-16 18:00:00 - Boboh Kali Lamong,3.05
2025-10-17 06:00:00 - Boboh Kali Lamong,3.1
2025-10-17 12:00:00 - Boboh Kali Lamong,3.05
2025-10-17 18:00:00 - Boboh Kali Lamong,3.0
2025-10-18 06:00:00 - Boboh Kali Lamong,3.1
2025-10-18 12:00:00 - Boboh Kali Lamong,3.0
2025-10-18 18:00:00 - Boboh Kali Lamong,3.0
2025-10-19 06:00:00 - Boboh Kali Lamong,3.1
2025-10-19 12:00:00 - Boboh Kali Lamong,3.0
2025-10-19 18:00:00 - Boboh Kali Lamong,3.0
2025-10-20 06:00:00 - Boboh Kali Lamong,3.0
2025-10-20 12:00:00 - Boboh Kali Lamong,3.05
2025-10-20 18:00:00 - Boboh Kali Lamong,3.1
2025-10-21 06:00:00 - Boboh Kali Lamong,3.65
2025-10-21 12:00:00 - Boboh Kali Lamong,3.7
2025-10-21 18:00:00 - Boboh Kali Lamong,3.7
2025-10-22 06:00:00 - Boboh Kali Lamong,3.4
2025-10-22 12:00:00 - Boboh Kali Lamong,3.4
2025-10-22 18:00:00 - Boboh Kali Lamong,3.6
2025-10-23 06:00:00 - Boboh Kali Lamong,3.55
2025-10-23 12:00:00 - Boboh Kali Lamong,3.6
2025-10-23 18:00:00 - Boboh Kali Lamong,4.1
2025-10-24 06:00:00 - Boboh Kali Lamong,4.6
2025-10-24 12:00:00 - Boboh Kali Lamong,4.72
2025-10-24 18:00:00 - Boboh Kali Lamong,5.56
2025-10-25 06:00:00 - Boboh Kali Lamong,6.02
2025-10-25 12:00:00 - Boboh Kali Lamong,6.12
2025-10-25 18:00:00 - Boboh Kali Lamong,6.2
2025-10-26 06:00:00 - Boboh Kali Lamong,6.14
2025-10-26 12:00:00 - Boboh Kali Lamong,5.96
2025-10-26 18:00:00 - Boboh Kali Lamong,5.7
2025-10-27 06:00:00 - Boboh Kali Lamong,5.7
2025-10-27 12:00:00 - Boboh Kali Lamong,6.07
2025-10-27 18:00:00 - Boboh Kali Lamong,6.24
2025-10-28 06:00:00 - Boboh Kali Lamong,6.2
2025-10-28 12:00:00 - Boboh Kali Lamong,5.9
2025-10-28 18:00:00 - Boboh Kali Lamong,5.65
2025-10-29 06:00:00 - Boboh Kali Lamong,6.0
2025-10-29 12:00:00 - Boboh Kali Lamong,6.2
2025-10-29 18:00:00 - Boboh Kali Lamong,6.2
2025-10-30 06:00:00 - Boboh Kali Lamong,5.96
2025-10-30 12:00:00 - Boboh Kali Lamong,6.05
2025-10-30 18:00:00 - Boboh Kali Lamong,6.1
2025-10-31 06:00:00 - Boboh Kali Lamong,5.32
2025-10-31 12:00:00 - Boboh Kali Lamong,4.95
2025-10-31 18:00:00 - Boboh Kali Lamong,5.17
2025-11-01 06:00:00 - Boboh Kali Lamong,4.65
2025-11-01 12:00:00 - Boboh Kali Lamong,4.25
2025-11-01 18:00:00 - Boboh Kali Lamong,4.1
2025-11-02 06:00:00 - Boboh Kali Lamong,3.85
2025-11-02 12:00:00 - Boboh Kali Lamong,3.94
2025-11-02 18:00:00 - Boboh Kali Lamong,4.44
2025-11-03 06:00:00 - Boboh Kali Lamong,4.72
2025-11-03 12:00:00 - Boboh Kali Lamong,4.45
2025-11-03 18:00:00 - Boboh Kali Lamong,4.38
2025-11-04 06:00:00 - Boboh Kali Lamong,4.17
2025-11-04 12:00:00 - Boboh Kali Lamong,4.0
2025-11-04 18:00:00 - Boboh Kali Lamong,3.95
2025-11-05 06:00:00 - Boboh Kali Lamong,4.06
2025-11-05 12:00:00 - Boboh Kali Lamong,4.0
2025-11-05 18:00:00 - Boboh Kali Lamong,4.7
2025-11-06 06:00:00 - Boboh Kali Lamong,6.1
2025-11-06 12:00:00 - Boboh Kali Lamong,6.4
2025-11-06 18:00:00 - Boboh Kali Lamong,6.5
2025-11-07 06:00:00 - Boboh Kali Lamong,6.55
2025-11-07 12:00:00 - Boboh Kali Lamong,6.45
2025-11-07 18:00:00 - Boboh Kali Lamong,6.55
2025-11-08 06:00:00 - Boboh Kali Lamong,6.27
2025-11-08 12:00:00 - Boboh Kali Lamong,6.1
2025-11-08 18:00:00 - Boboh Kali Lamong,5.75
2025-11-09 06:00:00 - Boboh Kali Lamong,5.6
2025-11-09 12:00:00 - Boboh Kali Lamong,5.4
2025-11-09 18:00:00 - Boboh Kali Lamong,4.9
2025-11-10 06:00:00 - Boboh Kali Lamong,4.65
2025-11-10 12:00:00 - Boboh Kali Lamong,4.6
2025-11-10 18:00:00 - Boboh Kali Lamong,4.55
2025-11-11 06:00:00 - Boboh Kali Lamong,5.8
2025-11-11 12:00:00 - Boboh Kali Lamong,6.38
2025-11-11 18:00:00 - Boboh Kali Lamong,6.45
2025-11-12 06:00:00 - Boboh Kali Lamong,6.7
2025-11-12 12:00:00 - Boboh Kali Lamong,6.6
2025-11-12 18:00:00 - Boboh Kali Lamong,6.64
2025-11-13 06:00:00 - Boboh Kali Lamong,6.65
2025-11-13 12:00:00 - Boboh Kali Lamong,6.7
2025-11-13 18:00:00 - Boboh Kali Lamong,6.8
2025-11-14 06:00:00 - Boboh Kali Lamong,6.7
2025-11-14 12:00:00 - Boboh Kali Lamong,6.95
2025-11-14 18:00:00 - Boboh Kali Lamong,6.92
2025-11-15 06:00:00 - Boboh Kali Lamong,6.7
2025-11-15 12:00:00 - Boboh Kali Lamong,6.65
2025-11-15 18:00:00 - Boboh Kali Lamong,6.6
2025-11-16 06:00:00 - Boboh Kali Lamong,6.4
2025-11-16 12:00:00 - Boboh Kali Lamong,6.0
2025-11-16 18:00:00 - Boboh Kali Lamong,5.8
2025-11-17 06:00:00 - Boboh Kali Lamong,5.5
2025-11-17 12:00:00 - Boboh Kali Lamong,5.2
2025-11-17 18:00:00 - Boboh Kali Lamong,5.1
2025-11-18 06:00:00 - Boboh Kali Lamong,5.3
2025-11-18 12:00:00 - Boboh Kali Lamong,6.3
2025-11-18 18:00:00 - Boboh Kali Lamong,6.1
2025-11-19 06:00:00 - Boboh Kali Lamong,6.65
2025-11-19 12:00:00 - Boboh Kali Lamong,6.8
2025-11-19 18:00:00 - Boboh Kali Lamong,6.95
2025-11-20 06:00:00 - Boboh Kali Lamong,7.1
2025-11-20 12:00:00 - Boboh Kali Lamong,7.03
2025-11-20 18:00:00 - Boboh Kali Lamong,7.0
2025-11-21 06:00:00 - Boboh Kali Lamong,7.1
2025-11-21 12:00:00 - Boboh Kali Lamong,7.0
2025-11-21 18:00:00 - Boboh Kali Lamong,6.95
2025-11-22 06:00:00 - Boboh Kali Lamong,7.1
2025-11-22 12:00:00 - Boboh Kali Lamong,6.95
2025-11-22 18:00:00 - Boboh Kali Lamong,6.8
2025-11-23 06:00:00 - Boboh Kali Lamong,6.65
2025-11-23 12:00:00 - Boboh Kali Lamong,6.6
2025-11-23 18:00:00 - Boboh Kali Lamong,6.5
2025-11-24 06:00:00 - Boboh Kali Lamong,6.3
2025-11-24 12:00:00 - Boboh Kali Lamong,6.3
2025-11-24 18:00:00 - Boboh Kali Lamong,6.3
2025-11-25 06:00:00 - Boboh Kali Lamong,6.3
2025-11-25 12:00:00 - Boboh Kali Lamong,6.2
2025-11-25 18:00:00 - Boboh Kali Lamong,6.1
2025-11-26 06:00:00 - Boboh Kali Lamong,5.8
2025-11-26 12:00:00 - Boboh Kali Lamong,5.65
2025-11-26 18:00:00 - Boboh Kali Lamong,5.6
2025-11-27 06:00:00 - Boboh Kali Lamong,5.4
2025-11-27 12:00:00 - Boboh Kali Lamong,5.3
2025-11-27 18:00:00 - Boboh Kali Lamong,5.1
2025-11-28 06:00:00 - Boboh Kali Lamong,4.6
2025-11-28 12:00:00 - Boboh Kali Lamong,4.5
2025-11-28 18:00:00 - Boboh Kali Lamong,4.55
2025-11-29 06:00:00 - Boboh Kali Lamong,4.4
2025-11-29 12:00:00 - Boboh Kali Lamong,4.5
2025-11-29 18:00:00 - Boboh Kali Lamong,4.4
2025-11-30 06:00:00 - Boboh Kali Lamong,4.3
2025-11-30 12:00:00 - Boboh Kali Lamong,4.4
2025-11-30 18:00:00 - Boboh Kali Lamong,4.3
2025-12-01 06:00:00 - Boboh Kali Lamong,4.4
2025-12-01 12:00:00 - Boboh Kali Lamong,4.3
2025-12-01 18:00:00 - Boboh Kali Lamong,4.3
2025-12-02 06:00:00 - Boboh Kali Lamong,4.4
2025-12-02 12:00:00 - Boboh Kali Lamong,4.2
2025-12-02 18:00:00 - Boboh Kali Lamong,4.3
2025-12-03 06:00:00 - Boboh Kali Lamong,4.2
2025-12-03 12:00:00 - Boboh Kali Lamong,4.3
2025-12-03 18:00:00 - Boboh Kali Lamong,4.2
2025-12-04 06:00:00 - Boboh Kali Lamong,4.1
2025-12-04 12:00:00 - Boboh Kali Lamong,4.1
2025-12-04 18:00:00 - Boboh Kali Lamong,4.2
2025-12-05 06:00:00 - Boboh Kali Lamong,4.2
2025-12-05 12:00:00 - Boboh Kali Lamong,4.1
2025-12-05 18:00:00 - Boboh Kali Lamong,4.2
2025-12-06 06:00:00 - Boboh Kali Lamong,4.2
2025-12-06 12:00:00 - Boboh Kali Lamong,4.1
2025-12-06 18:00:00 - Boboh Kali Lamong,4.1
2025-12-07 06:00:00 - Boboh Kali Lamong,4.1
2025-12-07 12:00:00 - Boboh Kali Lamong,4.2
2025-12-07 18:00:00 - Boboh Kali Lamong,4.3
2025-12-08 06:00:00 - Boboh Kali Lamong,4.3
2025-12-08 12:00:00 - Boboh Kali Lamong,4.4
2025-12-08 18:00:00 - Boboh Kali Lamong,4.65
2025-12-09 06:00:00 - Boboh Kali Lamong,4.95
2025-12-09 12:00:00 - Boboh Kali Lamong,4.8
2025-12-09 18:00:00 - Boboh Kali Lamong,4.75
2025-12-10 06:00:00 - Boboh Kali Lamong,4.7
2025-12-10 12:00:00 - Boboh Kali Lamong,5.2
2025-12-10 18:00:00 - Boboh Kali Lamong,5.4
2025-12-11 06:00:00 - Boboh Kali Lamong,5.2
2025-12-11 12:00:00 - Boboh Kali Lamong,5.2
2025-12-11 18:00:00 - Boboh Kali Lamong,4.9
2025-12-12 06:00:00 - Boboh Kali Lamong,4.6
2025-12-12 12:00:00 - Boboh Kali Lamong,4.7
2025-12-12 18:00:00 - Boboh Kali Lamong,4.65
2025-12-13 06:00:00 - Boboh Kali Lamong,4.6
2025-12-13 12:00:00 - Boboh Kali Lamong,4.5
2025-12-13 18:00:00 - Boboh Kali Lamong,4.5
2025-12-14 06:00:00 - Boboh Kali Lamong,4.6
2025-12-14 12:00:00 - Boboh Kali Lamong,4.65
2025-12-14 18:00:00 - Boboh Kali Lamong,4.6
2025-12-15 06:00:00 - Boboh Kali Lamong,4.6
2025-12-15 12:00:00 - Boboh Kali Lamong,4.4
2025-12-15 18:00:00 - Boboh Kali Lamong,4.5
2025-12-16 06:00:00 - Boboh Kali Lamong,4.4
2025-12-16 12:00:00 - Boboh Kali Lamong,4.3
2025-12-16 18:00:00 - Boboh Kali Lamong,4.4
2025-12-17 06:00:00 - Boboh Kali Lamong,4.2
2025-12-17 12:00:00 - Boboh Kali Lamong,4.3
2025-12-17 18:00:00 - Boboh Kali Lamong,4.3
2025-12-18 06:00:00 - Boboh Kali Lamong,4.1
2025-12-18 12:00:00 - Boboh Kali Lamong,4.2
2025-12-18 18:00:00 - Boboh Kali Lamong,4.1
2025-12-19 06:00:00 - Boboh Kali Lamong,4.2
2025-12-19 12:00:00 - Boboh Kali Lamong,4.3
2025-12-19 18:00:00 - Boboh Kali Lamong,4.4
2025-12-20 06:00:00 - Boboh Kali Lamong,4.3
2025-12-20 12:00:00 - Boboh Kali Lamong,4.5
2025-12-20 18:00:00 - Boboh Kali Lamong,4.6
2025-12-21 06:00:00 - Boboh Kali Lamong,5.7
2025-12-21 12:00:00 - Boboh Kali Lamong,5.9
2025-12-21 18:00:00 - Boboh Kali Lamong,6.1
2025-12-22 06:00:00 - Boboh Kali Lamong,6.5
2025-12-22 12:00:00 - Boboh Kali Lamong,6.5
2025-12-22 18:00:00 - Boboh Kali Lamong,6.7
2025-12-23 06:00:00 - Boboh Kali Lamong,6.8
2025-12-23 12:00:00 - Boboh Kali Lamong,7.1
2025-12-23 18:00:00 - Boboh Kali Lamong,7.0
